CHAPTER/chapter01_ev
C01_EV1000_00010_ENZO	老婆……\n艾德……！艾德娜……
COP_TUTO_NAME_3020_01	覺醒！
COP_TUTO_NAME_3020_02	飛躍性提升的體能
COP_TUTO_NAME_3020_03	效果有限
COP_TUTO_NAME_3030_01	紅光之柱
COP_TUTO_NAME_3040_01	巴爾之歌
COP_TUTO_NAME_3040_02	三段跳躍吧
COP_TUTO_NAME_3040_03	浸泡毒海吧
COP_TUTO_NAME_3050_01	銳利鉤爪
COP_TUTO_NAME_3050_02	強韌翅膀
COP_TUTO_NAME_3050_03	捲起暴風
COP_TUTO_NAME_3060_01	躲開障礙物
COP_TUTO_NAME_3060_02	劈開道路
COP_TUTO_NAME_3070_01	命運的天秤
COP_TUTO_NAME_3070_02	死亡陷阱
COP_TUTO_NAME_3080_01	操作2隻魔獸
COP_TUTO_NAME_3080_02	前往極熱之破滅者
COP_TUTO_NAME_3080_03	魔獸瑪法斯
COP_TUTO_NAME_4010_01	切換型態
COP_TUTO_NAME_4015_01	看見不可見之物
COP_TUTO_NAME_4020_01	追上怪盜暗影一世！
COP_TUTO_NAME_4020_02	小心黑暗！
COP_TUTO_NAME_4050_01	阻止悲傷的進軍
COP_TUTO_NAME_4050_02	移動與攻擊
COP_TUTO_NAME_4050_03	對格摩拉造成傷害
COP_TUTO_NAME_9070_01	小遊戲進貨
COP_TUTO_NAME_9080_01	貞德的間諜動作遊戲
COP_TUTO_NAME_9080_02	獎勵
COP_TUTO_NAME_9080_03	暫停
COP_TUTO_NAME_9080_04	返回標題
COP_TUTO_NAME_5010_01	二位一體
COP_TUTO_NAME_5010_02	移動與攻擊
COP_TUTO_NAME_5010_03	魔女時間
COP_TUTO_NAME_9090_01	更改服裝
COP_TUTO_NAME_9090_02	專用道具
COP_TUTO_NAME_9100_02	追擊敵人
COP_TUTO_NAME_9110_01	酷刑攻擊
COP_TUTO_NAME_9110_02	執行懲罰
COP_TUTO_NAME_9140_01	《蓓優妮塔3》的世界
COP_TUTO_NAME_9140_02	可從選單查看
COP_TUTO_NAME_9150_01	有錢能使鬼推磨
COP_TUTO_NAME_9150_02	請從這裡來店
COP_TUTO_NAME_9160_01	珍品解鎖
COP_TUTO_NAME_9170_01	新品到貨
COP_TUTO_NAME_9310_01	魔女考驗
COP_TUTO_NAME_9310_02	酷刑貓就是標記
COP_TUTO_NAME_9330_01	來自PlatinumGames的挑戰書
COP_TUTO_NAME_9340_01	至高的魔女
COP_TUTO_NAME_9350_01	普通的手槍
COP_TUTO_NAME_9415_01	剛獲得的一件
COP_TUTO_NAME_9460_01	試試你有多少本領
COP_TUTO_NAME_9460_02	嚴苛的限制
COP_TUTO_NAME_9460_03	準備的機會
COP_TUTO_NAME_9470_01	被封印的魔導術
COP_TUTO_NAME_9470_02	盡可能避免交戰
COP_TUTO_NAME_9470_03	潛行擊殺
COP_TUTO_NAME_9470_04	就地尋找武器
COP_TUTO_NAME_9490_01	什麼是純真天使模式？
COP_TUTO_NAME_9490_02	可更改時機
COP_TUTO_NAME_9495_01	接下來該前往的方向
COP_TUTO_DETAIL_001_01	這種赫姆庫魯斯被打倒後並非完全停止運作。\n只要再次啟動它，就能控制周圍的時間。
COP_TUTO_DETAIL_001_02	快轉或倒轉時間可以改變周圍的狀況。\n如果好好利用，說不定能發現意想不到的道路。
COP_TUTO_DETAIL_001_03	但是要注意，區域內的變化僅會持續一段時間，\n且蓓優妮塔在區域內會變成小孩子。
COP_TUTO_DETAIL_0010_01	護身魔導術即為「魔女時間」。\n魔女發動這項法術時，會因為自身極度加速\n而感覺周圍的時間流逝速度變慢。
COP_TUTO_DETAIL_0010_02	配合敵人的攻擊，\n抓準時機按下[KC:B_AVOID ]就能成功迴避，\n並發動魔女時間。
COP_TUTO_DETAIL_0010_03	另外如果吸引敵人攻擊，\n在被擊中前一刻發動就會延長加速時間。\n好好運用的話，可以將危機化為轉機。
COP_TUTO_DETAIL_0020_01	讓寄宿在武器上的魔獸靈魂流入魔導器，\n改變魔女的姿態。不僅會改變外表，\n體能也會飛躍性上升。
COP_TUTO_DETAIL_0020_02	施展連續攻擊就會依武器發動不同的惡魔變裝，\n用強力的終結技重創敵人。
COP_TUTO_DETAIL_0020_03	能使用的能力會因武器而異。\n例如裝備真我本色時，只要在跳躍時按住[BTN:B ]，\n就能利用蝴蝶的能力停留在半空中。
COP_TUTO_DETAIL_0020_04	推動[BTN:LS ]時連續快速按下2次[KC:B_AVOID ]。\n持續推動[BTN:LS ]就能發動變裝能力來高速移動。
COP_TUTO_DETAIL_0030_01	按住[KC:B_SUMMON ]開始召喚。\n召喚時放開[KC:B_SUMMON ]就會結束召喚。\n召喚時蓓優妮塔做出召喚以外的動作也會結束召喚。
COP_TUTO_DETAIL_0030_02	召喚時會消耗蓓優妮塔的魔力，如果魔力歸零，\n就會強制結束召喚。雖然魔力會自動回復，\n但是在回復至一定程度之前無法再次召喚。
COP_TUTO_DETAIL_0030_03	召喚時可推動[BTN:LS ]移動魔獸。\n但是蓓優妮塔在召喚時無法移動，\n所以要小心逼近的敵人。
COP_TUTO_DETAIL_0030_04	召喚時按下[ICON:PUNCH ][ICON:KICK ][ICON:SHOT ][ICON:JUMP ]可命令魔獸攻擊敵人。\n攻擊方法會因魔獸與按鍵而有所變化，\n配合當前的狀況使用吧。
COP_TUTO_DETAIL_0030_05	只要魔獸不處於特殊狀態，\n召喚時按下[KC:B_AVOID ]就可以強制結束召喚。
COP_TUTO_DETAIL_0040_01	魔界的巨獸，雖然動作緩慢，但是攻擊力極強，\n非常擅長破壞。能夠揮舞尾巴進行大範圍攻擊，\n或是從口中吐出高溫射線。
COP_TUTO_DETAIL_0040_02	祂還有像巨大肉食恐龍一樣強韌的下顎，\n能夠咬碎厚實的裝甲，或是將咬住的敵人甩出去。
COP_TUTO_DETAIL_0050_01	使用惡魔奴隸時，如果魔獸不斷承受敵人的攻擊，\n讓憤怒達到頂點，就會掙脫魔導術的束縛並失控。
COP_TUTO_DETAIL_0050_02	在失控的魔獸平息怒火前，\n將無法操縱祂們，也無法結束召喚。\n魔獸欄位會顯示憤怒狀態。
COP_TUTO_DETAIL_0050_03	如果成功避開失控魔獸的攻擊，\n或許反而能將危機化為轉機。
COP_TUTO_DETAIL_0060_01	持續戰鬥，魔獸和蓓優妮塔的靈魂\n就會產生共鳴，累積特別的能量。
COP_TUTO_DETAIL_0060_02	能量積滿時，按住[BTN:L3 ]與[BTN:R3 ]，\n就能發動惡魔變裝的最強絕招，\n攻擊大量敵人，造成巨大傷害。
COP_TUTO_DETAIL_1010_01	可以在次選單的「Skill」提升體力、魔力上限，\n以及學習特殊招式。
COP_TUTO_DETAIL_1010_02	使用特殊道具「魔女之心」可以提升體力上限；\n「月之珍珠」則可提升魔力上限。
COP_TUTO_DETAIL_1010_03	可以從路上的寶箱等途徑獲得特別道具。
COP_TUTO_DETAIL_1010_04	學習招式必須消耗戰鬥中獲得的寶晶。\n注入指定的寶晶數量即可學習各種招式。
COP_TUTO_DETAIL_1010_05	當連擊達到一定次數，\n或是以魔獸攻擊破壞敵人裝甲時可獲得寶晶。
COP_TUTO_DETAIL_9010_01	學會技能「躲避連擊」後，\n按住攻擊鍵時按下[KC:B_AVOID ]，\n就可以在維持連擊的狀態下迴避。
COP_TUTO_DETAIL_9010_02	閃擊奴隸\n學會此技能後，按下[KC:B_SUMMON ]+[BTN:X ]或[BTN:A ]，\n召喚的魔獸會在現身的同時發動攻擊。
COP_TUTO_DETAIL_9010_03	按下[KC:B_PROVO ]可以做出的特殊動作。受挑釁的敵人\n將陷入憤怒狀態，雖然其攻擊力提升且不會後仰，\n但是連擊點數也會隨之增加。
COP_TUTO_DETAIL_9010_04	蓓優妮塔發動魔女時間時，會提升精神敏銳度，\n召喚出來的魔獸也能比平時更迅速地移動。
COP_TUTO_DETAIL_1020_01	在次選單的「Item」中按下[BTN:Y ]，\n就能夠前往調製道具的畫面。
COP_TUTO_DETAIL_1020_02	只要按照配方調製路上蒐集到的3種素材，\n隨時都能製作回復道具或暫時性強化道具。
COP_TUTO_DETAIL_1030_01	無法在天花板較低或是四面都被包圍的\n狹窄場所召喚魔獸。
COP_TUTO_DETAIL_1030_02	蓓優妮塔的位置是召喚時的關鍵。\n就算是看似無法召喚的地方，\n只要周圍稍微有空間，也可能成功召喚。
COP_TUTO_DETAIL_1040_01	這是位於次元間狹縫的深淵空間。\n或許過去魔女與賢者曾經出入此處，\n與生活於其他次元的自己相見。
COP_TUTO_DETAIL_1050_01	外型接近人類的魔獸。\n從外型難以想像祂擅長強力的肉身攻擊。
COP_TUTO_DETAIL_1050_02	按下[BTN:R1 ]會拋出飛吻來釋放強大的魔力，\n受到魔力波及的敵人在一定時間內無法動彈。
COP_TUTO_DETAIL_1050_03	跳躍時按住[BTN:B ]可以滑翔移動。\n放開[BTN:B ]就會結束滑翔並落地。
COP_TUTO_DETAIL_1060_01	最多可以登錄3隻魔獸到欄位上，\n戰鬥時能從中立刻切換要召喚的魔獸。
COP_TUTO_DETAIL_1060_02	按下[BTN:DP_U ][BTN:DP_L ][BTN:DP_R ]就可以切換魔獸。\n召喚任一魔獸時按下按鍵，\n就能於魔獸所在的位置召喚不同的魔獸。
COP_TUTO_DETAIL_1060_03	可以在次選單將魔獸登錄至欄位。\n選擇欄位後，選擇想要登錄的魔獸即可。
COP_TUTO_DETAIL_1070_01	可以騎在格摩拉上，在倒塌的建築上持續快速滑行。\n在滑行中推動[BTN:LS ]即可移動位置。
COP_TUTO_DETAIL_1070_02	另外也能按下[BTN:Y ]發射火球，\n或是按下[BTN:A ]揮舞尾巴來破壞障礙物。
COP_TUTO_DETAIL_1070_03	障礙物並非只能破壞，也可以按下[BTN:B ]跳躍閃躲，\n或是按下[KC:B_AVOID ]滑步來緊急迴避。
COP_TUTO_DETAIL_1080_01	就算是魔獸，持續受到敵人的攻擊也會無法行動。\n一旦無法行動，在回復之前無法再次召喚。
COP_TUTO_DETAIL_1080_02	有些敵人的攻擊甚至會一擊讓魔獸無法行動。
COP_TUTO_DETAIL_1090_01	被赫姆庫魯斯襲擊的地方會出現雲，\n將觸及的一切事物分解，\n蓓優妮塔也不例外。
COP_TUTO_DETAIL_1100_01	據說魔女狩獵中，受害魔女流出的血\n會結晶成美麗卻不祥的寶石，\n在這個世界被稱為魔女的血淚。
COP_TUTO_DETAIL_1100_02	魔女的使魔——烏鴉、貓、青蛙\n會隨身攜帶這種寶石，\n以免落入人類手中。
COP_TUTO_DETAIL_1100_03	每個章節皆有1隻烏鴉、貓與青蛙，\n據說集滿3顆寶石就能開通新的道路。
COP_TUTO_DETAIL_9020_01	這種赫姆庫魯斯被打倒後並非完全停止運作。\n只要再次啟動它，就能控制周圍的時間。
COP_TUTO_DETAIL_9020_02	快轉或倒轉時間可以改變周圍的狀況。\n如果好好利用，說不定能發現意想不到的道路。
COP_TUTO_DETAIL_9020_03	但是要注意，在區域內變化僅會持續一段時間，\n同時蓓優妮塔會變成小孩子的樣貌。
COP_TUTO_DETAIL_1110_01	雖然現在天界與混沌界的聯繫已被阻斷，\n但天使強行撬開的次元扭曲有時會漏出光芒，\n要是觸碰這些光芒……
COP_TUTO_DETAIL_1130_01	可以在次選單的「Equipment」\n變更裝備的武器或飾品。
COP_TUTO_DETAIL_1130_02	附有炮擊能力的巨大棍棒。\n雖然因為巨大而難以駕馭，\n但不論遠近都能應付，是強力的武器。
COP_TUTO_DETAIL_1130_03	跳躍時按住[BTN:B ]一定時間後放開，\n能把儲存於手中的力量變成推進力，\n往水平方向高速移動。
COP_TUTO_DETAIL_1150_01	僅限會員使用的地下網購服務。\n蜘蛛女郎網的送貨員會經手各式各樣的商品，\n不分合法與否。
COP_TUTO_DETAIL_1150_02	要是看見祂們，就毫不猶豫地攻擊吧。\n因為那是取貨的簽名方式。
COP_TUTO_DETAIL_9030_01	除了選擇新的目的地，\n也可以按下[BTN:START ]顯示選單，\n進行訓練以及執行各種設定。
COP_TUTO_DETAIL_9030_02	選擇檢查點就可以從中途\n再次挑戰曾通關過的章節。
COP_TUTO_DETAIL_9040_01	可以借用地獄之門的一隅，\n自主進行連擊訓練。
COP_TUTO_DETAIL_9040_02	畢竟這只是訓練，就算受到傷害也不會死亡，\n盡情大鬧一番吧。
COP_TUTO_DETAIL_9040_03	按下[BTN:L3 ]可以切換羅丹準備的陪練對手，\n也能讓場地上沒有對手。
COP_TUTO_DETAIL_9040_04	在這裡能無限使用米達斯之證以外的道具，\n所以也可以測試道具的效果。
COP_TUTO_DETAIL_9050_01	蒐集3顆魔女的血淚之後，\n就可以開啟通往該區域同位體的道路。
COP_TUTO_DETAIL_1170_01	路途上有機會遇見\n服從於其他世界蓓優妮塔的魔獸。
COP_TUTO_DETAIL_1170_02	雖然祂們有自己的使命，\n但只要利害一致，就會借助一臂之力。
COP_TUTO_DETAIL_1170_03	和祂們簽訂的並非正式契約，\n因此雖然可以利用惡魔奴隸來操縱祂們，\n但是不能將祂們從魔獸欄位上卸下。
COP_TUTO_DETAIL_1180_01	不畏懼火焰的巨大蜘蛛型魔獸。\n外表令人難以想像祂重情重義，性格忠誠。
COP_TUTO_DETAIL_1180_02	祂能夠自由地在火焰或是炎熱的岩漿上移動，\n也能在垂直的牆面上攀爬。
COP_TUTO_DETAIL_1180_03	按下[KC:B_DEFENSE ]可射出高黏性的蛛網，包覆敵人封住其行動。\n被蛛網纏上的敵人在一定時間內會無法移動，\n此時正是攻擊或反擊的大好機會。
COP_TUTO_DETAIL_1190_01	為了追趕巨大赫姆庫魯斯，\n乘坐蜘蛛亡靈在逐漸消失的城市移動。
COP_TUTO_DETAIL_1190_02	推動[BTN:LS ]自由移動，按下[BTN:B ]跳躍。\n跳躍的距離與高度會依長按[BTN:B ]的時間變化。
COP_TUTO_DETAIL_1190_03	按下[BTN:X ]用爪子、[BTN:A ]用尾巴攻擊敵人。\n按下[BTN:Y ]則可以抓住敵人\n並放出一定時間後爆炸的小蜘蛛。
COP_TUTO_DETAIL_1190_04	按下[KC:B_DEFENSE ]可以射出蛛網來阻止敵人的行動。\n或許可以打斷纏人的攻擊。
COP_TUTO_DETAIL_1200_01	技能已解鎖。魔獸將配合連擊終結技追擊。\n在蓓優妮塔發光的瞬間，\n抓準時機召喚魔獸就會發動。
COP_TUTO_DETAIL_1200_02	技能已解鎖。魔獸將在承受敵人攻擊時反擊。\n利用魔女時間吸引敵人攻擊，\n召喚魔獸就會發動。
COP_TUTO_DETAIL_1210_01	裂口另一端的其他世界也有蓓優妮塔存在。\n雖然都是蓓優妮塔，但生活環境與際遇不同，\n所以有許多差異。
COP_TUTO_DETAIL_1210_02	發動變裝能力改變外貌時，\n只要朝牆壁移動，就可以在牆面上行走。
COP_TUTO_DETAIL_1210_03	跳躍時按住[BTN:B ]，就能像發射鉤爪般\n射出蜘蛛絲並擺盪移動，但落地前只能使用1次。
COP_TUTO_DETAIL_1210_04	推動[BTN:LS ]時連續快速按下2次[KC:B_DEFENSE ]，\n會向前方射出蜘蛛絲並往其另一端高速移動。\n可以在緊急時刻迅速脫離現場。
COP_TUTO_DETAIL_1220_01	蓓優妮塔為了對抗巨大赫姆庫魯斯，\n獻上自身心臟召喚出失控的魔獸格摩拉。
COP_TUTO_DETAIL_1220_02	敵人打擊時選擇「防禦」；\n防禦時「啃咬」；啃咬時則「打擊」，\n先確認對方的行動再選擇對應的反擊吧。
COP_TUTO_DETAIL_2010_01	依附於列車上的魔獸。\n雖然只能在軌道上前進，\n但只要有軌道，就能到達任何地方。
COP_TUTO_DETAIL_2010_02	召喚時可以鋪設軌道和下令攻擊。\n推動[BTN:LS ]調整鋪設方向，按下[BTN:B ]改變高度，\n按下[BTN:X ][BTN:A ][BTN:Y ]則是下令攻擊。
COP_TUTO_DETAIL_2010_03	召喚時按下[KC:B_DEFENSE ]鳴響汽笛，\n就會累積憤怒並提升攻擊力。\n但是要注意，鳴響太多次列車將會失控。
COP_TUTO_DETAIL_2030_01	薇歐拉隨時帶在身上的有隱情的刀。\n連續按下[BTN:X ]能快速斬擊，按住則可以使用特殊斬擊。\n按下[BTN:A ]可以用刀使出強力的招式。
COP_TUTO_DETAIL_2030_02	按下[BTN:Y ]一口氣丟出4支注入魔力的飛鏢。\n丟飛鏢是薇歐拉的唯一特技，她便用來攻擊敵人。
COP_TUTO_DETAIL_2030_03	按住[KC:V_SUMMON ]丟出刀，小柴貓會在刀刺中的地方現身，\n並擅自攻擊敵人，放開[KC:V_SUMMON ]祂就會消失。\n召喚時薇歐拉將空手戰鬥。
COP_TUTO_DETAIL_2030_04	按住[KC:V_DEFENSE ]舉刀抵擋敵人攻擊以護身。\n可以在舉刀的同時移動。\n但無法連續防禦。
COP_TUTO_DETAIL_2030_05	吸引敵人攻擊並在被擊中前一刻抓準時機按下[KC:V_DEFENSE ]，\n可化解敵人的攻擊，同時發動魔女時間。
COP_TUTO_DETAIL_2040_01	有節奏地組合[BTN:X ][BTN:A ][BTN:Y ]持續攻擊，\n就能累積連擊點數。
COP_TUTO_DETAIL_2040_02	連擊中斷時，連擊點數就會換算成獎勵，\n並按照其結果給予學習技能時必需的寶晶。
COP_TUTO_DETAIL_2042_01	薇歐拉在發動連擊終結技的瞬間\n有機會召喚小柴貓。抓準時機按下[KC:V_SUMMON ]，\n小柴貓就會額外攻擊敵人。
COP_TUTO_DETAIL_2042_02	若在精準防禦的時機按下[KC:V_SUMMON ]，\n現身的小柴貓就會反擊敵人。
COP_TUTO_DETAIL_2044_01	小柴貓不同於其他魔獸，不會憤怒，所以也不會失控。\n就連與祂共處許久的薇歐拉都不曾看過祂生氣。
COP_TUTO_DETAIL_2050_01	接觸牆壁時按下[BTN:B ]，就能夠蹬牆跳得更高，\n但只能使用一次。
COP_TUTO_DETAIL_2050_02	跳躍時若腳邊有敵人，抓準時機按下[BTN:B ]，\n就能把敵人當成跳台，跳得更高。
COP_TUTO_DETAIL_2060_01	推動[BTN:LS ]移動準星，按下[BTN:Y ]或[KC:AVOID ]炮擊敵人\n或飛來的障礙物。\n按住[BTN:Y ]或[KC:AVOID ]則可以自動連射。
COP_TUTO_DETAIL_2070_01	推動[BTN:LS ]移動準星。按下[BTN:Y ]直線發射注入魔力的泡沫。\n按下[BTN:X ]朝水平方向廣範圍攻擊、[BTN:A ]朝垂直方向\n廣範圍攻擊；按下[KC:B_AVOID ]則能化解敵人的攻擊。
COP_TUTO_DETAIL_3010_01	薇歐拉與小柴貓有深厚的情誼。\n操作奮發的小柴貓來找出救命水源，\n拯救陷入危機的薇歐拉吧。
COP_TUTO_DETAIL_3010_02	小柴貓並非只能移動，\n快速按下2次[KC:V_AVOID ]後按住不放就可以奔跑。\n按下[BTN:X ]、[BTN:A ]或[BTN:Y ]也可以攻擊敵人。
COP_TUTO_DETAIL_3010_03	當小柴貓的尾巴開始發光，就代表已接近目標物。\n更加接近時尾巴會逐漸震動，最後豎直。\n可別看漏這些變化。
COP_TUTO_DETAIL_3010_04	目標物被埋在沙子底下，依照動作指示按下[KC:SUMMON ]，\n就可以拿出巨大的鏟子來挖掘。
COP_TUTO_DETAIL_3020_01	奄奄一息的薇歐拉覺醒之後，\n隱藏在她體內的神秘力量也跟著解放了。
COP_TUTO_DETAIL_3020_02	解放力量的薇歐拉不僅外貌變得奇特，\n影響攻擊與移動的各種能力也有所提升。
COP_TUTO_DETAIL_3020_03	一段時間後就會耗盡這股力量。\n必須打倒敵人來累積能量，\n積滿之後按住[BTN:L3 ]與[BTN:R3 ]才能再次解放。
COP_TUTO_DETAIL_3030_01	從通往魔界的空間扭曲露出了光芒。\n觸碰光芒就會出現一群惡魔，\n試圖將觸碰之人拉進魔界。
COP_TUTO_DETAIL_3040_01	召喚時按下[BTN:R1 ]，巴爾就會歌唱1小節歌曲，\n連續按下[BTN:R1 ]唱完全部4小節，\n就會降下毒雨，對周圍潑灑毒液。
COP_TUTO_DETAIL_3040_02	巴爾連續跳躍時，高度會逐漸增加，\n第3次會跳得非常高，展現祂卓越的跳躍力。
COP_TUTO_DETAIL_3040_03	巴爾能夠耐毒。\n就算待在累積數百年毒素的水池中，\n祂也能毫髮無傷地自在行動。
COP_TUTO_DETAIL_3050_01	祂腳上的銳利鉤爪能用來攻擊敵人，\n也能以強大的握力來抓住敵人或是沉重物品。
COP_TUTO_DETAIL_3050_02	瑪法斯平時在空中飛行，每次按下[BTN:B ]都會提升高度。\n抓住敵人或是物品時也可以飛行。
COP_TUTO_DETAIL_3050_03	按下[BTN:Y ]會拍打翅膀，捲起強力的暴風，\n強勁的風勢可以吹飛敵人。
COP_TUTO_DETAIL_3060_01	瑪法斯飛行時可以推動[BTN:LS ]移動，按下[KC:B_AVOID ]則可迴避。\n萬一快速衝撞障礙物會非常危險，\n所以要好好看清楚飛行路線。
COP_TUTO_DETAIL_3060_02	如果有障礙物阻擋道路，\n可以按下[BTN:X ]衝刺或按下[BTN:A ]用鉤爪破壞。\n也可以按下[BTN:Y ]來捲起暴風。
COP_TUTO_DETAIL_3070_01	房間變成了巨大的天秤。\n要是在秤盤上召喚魔獸，\n天秤就會因為祂們的重量而傾斜。
COP_TUTO_DETAIL_3070_02	要注意如果秤盤傾斜過度，\n就會沉入讓萬物消失的雲裡。
COP_TUTO_DETAIL_3080_01	按下[KC:B_SUMMON ]切換幻象與瑪法斯，\n可以分別從地面與空中攻擊敵人。
COP_TUTO_DETAIL_3080_02	幻象體內的火爐會在一定時間後爆炸。\n受到傷害將減少時間。
COP_TUTO_DETAIL_3080_03	這個世界的蓓優妮塔最初馴服的魔獸。\n祂在最後的戰鬥中接受了高昂的魔力，\n可以施放比平時更強力的攻擊。
COP_TUTO_DETAIL_4010_01	按下[KC:B_DEFENSE ]可以切換型態。\n配合狀況切換，就能在戰鬥中占優勢或突破困境。
COP_TUTO_DETAIL_4015_01	使用型態X時，即使在黑暗中也可以利用\n強力靈波的回音將周圍狀況轉為影像辨識。\n在召喚者眼中也會映出影像。
COP_TUTO_DETAIL_4020_01	操控米克特蘭特庫特利來擊落擋路的敵人，\n追上帶著混沌的齒輪逃跑的羅莎吧。\n推動[BTN:LS ]可移動，按下[BTN:X ][BTN:A ][BTN:Y ]則可攻擊。
COP_TUTO_DETAIL_4020_02	追趕時也可以按下[KC:B_DEFENSE ]切換型態。\n在黑暗中就利用探索模式突破吧。
COP_TUTO_DETAIL_4050_01	遭到控制的士兵們變成了瘋狂的軍隊，\n進軍破壞本該保護的城市，\n阻止他們違背真心的破壞行為吧。
COP_TUTO_DETAIL_4050_02	推動[BTN:LS ]來移動。\n按下[BTN:X ]向前方攻擊、[BTN:A ]橫掃周圍；\n按下[BTN:Y ]則會發射火球進行範圍攻擊。
COP_TUTO_DETAIL_4050_03	用對付人類的武器攻擊格摩拉，\n效果只會像蚊蟲叮咬一樣薄弱。
COP_TUTO_DETAIL_4050_04	但如果遭到最先進的武器攻擊，\n就算是格摩拉也會受到意想不到的傷害。
COP_TUTO_DETAIL_9070_01	在地獄之門引進了小遊戲，\n遊戲中貞德將會大顯身手。\n請務必在選擇章節畫面按下[BTN:SELECT ]來店遊玩。
COP_TUTO_DETAIL_9080_01	來挑戰復古的闖關動作遊戲吧！\n也有分數排名喔。
COP_TUTO_DETAIL_9080_02	通過3個關卡就能挑戰獎勵關卡，賺取大量光環。\n獲得的光環數量會隨難度變化。
COP_TUTO_DETAIL_9080_03	按下[BTN:START ]能夠暫停。\n雖然可以放棄進度並返回標題，\n但是不會退還本次遊戲開始時使用的胚胎結晶。
COP_TUTO_DETAIL_9080_04	也可以途中放棄遊戲。\n雖然不會退還本次遊戲使用的胚胎結晶，\n但是會歸還剩餘的代幣。
COP_TUTO_DETAIL_5010_01	辛裘拉利提用粗暴的方式歡迎，\n於是她乘坐到蝴蝶夫人的背上，兩人一同迎戰。
COP_TUTO_DETAIL_5010_02	操作方式與操作蓓優妮塔相同，推動[BTN:LS ]移動，\n按下[BTN:X ]拳擊、[BTN:A ]踢擊，\n按下[BTN:Y ]則可以進行射擊攻擊。
COP_TUTO_DETAIL_5010_03	吸引敵人攻擊並在被擊中前一刻按下[KC:B_AVOID ]迴避，\n就能發動蓓優妮塔的魔女時間。
COP_TUTO_DETAIL_9090_01	在次選單的「Costume」可以更改服裝，\n蓓優妮塔更可以更改服裝、頭髮等顏色。
COP_TUTO_DETAIL_9090_02	隨著劇情發展，專用道具也會增加，\n購買後即可增添服裝和顏色。
COP_TUTO_DETAIL_9100_02	附近有敵人時瞬間突襲，就會快速衝向敵人。\n可以使用[BTN:LS ]控制衝刺方向。
COP_TUTO_DETAIL_9110_01	利用魔獸的攻擊讓敵人膽怯或破壞其裝甲，\n就有機會使用酷刑攻擊。
COP_TUTO_DETAIL_9110_02	按照畫面所示，同時按下[BTN:X ]與[BTN:A ]，\n就會依據敵人出現各種拷問刑具，造成追加傷害。
COP_TUTO_DETAIL_9140_01	「Gallery」已解鎖。\n可以欣賞遊戲內的音樂、各種3D模組以及概念藝術圖。\n在路上蒐集道具就會增加收藏內容。
COP_TUTO_DETAIL_9140_02	在選擇章節畫面按下[BTN:START ]顯示選單，\n即可前往「Gallery」。
